"regcode","inc064","inc65","inc","date"
13,7.40549487766172,1.2,4.36,2015-03-02
13,7.40549487766172,1.2,4.36,2015-03-03
13,7.40549487766172,1.2,4.36,2015-03-04
13,7.40549487766172,1.2,4.36,2015-03-05
13,7.40549487766172,1.2,4.36,2015-03-06
13,7.40549487766172,1.2,4.36,2015-03-07
13,7.40549487766172,1.2,4.36,2015-03-08
13,4.50372517565607,2.65,2.69,2015-03-09
13,4.50372517565607,2.65,2.69,2015-03-10
13,4.50372517565607,2.65,2.69,2015-03-11
13,4.50372517565607,2.65,2.69,2015-03-12
13,4.50372517565607,2.65,2.69,2015-03-13
13,4.50372517565607,2.65,2.69,2015-03-14
13,4.50372517565607,2.65,2.69,2015-03-15
13,5.16099322476269,1.65,2.99,2015-03-16
13,5.16099322476269,1.65,2.99,2015-03-17
13,5.16099322476269,1.65,2.99,2015-03-18
13,5.16099322476269,1.65,2.99,2015-03-19
13,5.16099322476269,1.65,2.99,2015-03-20
13,5.16099322476269,1.65,2.99,2015-03-21
13,5.16099322476269,1.65,2.99,2015-03-22
13,3.50017954127205,0.93,2.24,2015-03-23
13,3.50017954127205,0.93,2.24,2015-03-24
13,3.50017954127205,0.93,2.24,2015-03-25
13,3.50017954127205,0.93,2.24,2015-03-26
13,3.50017954127205,0.93,2.24,2015-03-27
13,3.50017954127205,0.93,2.24,2015-03-28
13,3.50017954127205,0.93,2.24,2015-03-29
13,3.77194089104543,0.72,1.97,2015-03-30
13,3.77194089104543,0.72,1.97,2015-03-31
13,3.77194089104543,0.72,1.97,2015-04-01
13,3.77194089104543,0.72,1.97,2015-04-02
13,3.77194089104543,0.72,1.97,2015-04-03
13,3.77194089104543,0.72,1.97,2015-04-04
13,3.77194089104543,0.72,1.97,2015-04-05
13,4.05014014870335,0.4,2.19,2015-04-06
13,4.05014014870335,0.4,2.19,2015-04-07
13,4.05014014870335,0.4,2.19,2015-04-08
13,4.05014014870335,0.4,2.19,2015-04-09
13,4.05014014870335,0.4,2.19,2015-04-10
13,4.05014014870335,0.4,2.19,2015-04-11
13,4.05014014870335,0.4,2.19,2015-04-12
13,2.24113288104525,2.1,1.63,2015-04-13
13,2.24113288104525,2.1,1.63,2015-04-14
13,2.24113288104525,2.1,1.63,2015-04-15
13,2.24113288104525,2.1,1.63,2015-04-16
13,2.24113288104525,2.1,1.63,2015-04-17
13,2.24113288104525,2.1,1.63,2015-04-18
13,2.24113288104525,2.1,1.63,2015-04-19
13,2.51380465370637,1.25,1.51,2015-04-20
13,2.51380465370637,1.25,1.51,2015-04-21
13,2.51380465370637,1.25,1.51,2015-04-22
13,2.51380465370637,1.25,1.51,2015-04-23
13,2.51380465370637,1.25,1.51,2015-04-24
13,2.51380465370637,1.25,1.51,2015-04-25
13,2.51380465370637,1.25,1.51,2015-04-26
13,0,0,0,2015-04-27
13,0,0,0,2015-04-28
13,0,0,0,2015-04-29
13,0,0,0,2015-04-30
13,0,0,0,2015-05-01
13,0,0,0,2015-05-02
13,0,0,0,2015-05-03
13,0,0,0,2015-05-04
13,0,0,0,2015-05-05
13,0,0,0,2015-05-06
13,0,0,0,2015-05-07
13,0,0,0,2015-05-08
13,0,0,0,2015-05-09
13,0,0,0,2015-05-10
13,0,0,0,2015-05-11
13,0,0,0,2015-05-12
13,0,0,0,2015-05-13
13,0,0,0,2015-05-14
13,0,0,0,2015-05-15
13,0,0,0,2015-05-16
13,0,0,0,2015-05-17
13,0,0,0,2015-05-18
13,0,0,0,2015-05-19
13,0,0,0,2015-05-20
13,0,0,0,2015-05-21
13,0,0,0,2015-05-22
13,0,0,0,2015-05-23
13,0,0,0,2015-05-24
13,0,0,0,2015-05-25
13,0,0,0,2015-05-26
13,0,0,0,2015-05-27
13,0,0,0,2015-05-28
13,0,0,0,2015-05-29
13,0,0,0,2015-05-30
13,0,0,0,2015-05-31
13,0,0,0,2015-06-01
13,0,0,0,2015-06-02
13,0,0,0,2015-06-03
13,0,0,0,2015-06-04
13,0,0,0,2015-06-05
13,0,0,0,2015-06-06
13,0,0,0,2015-06-07
13,0,0,0,2015-06-08
13,0,0,0,2015-06-09
13,0,0,0,2015-06-10
13,0,0,0,2015-06-11
13,0,0,0,2015-06-12
13,0,0,0,2015-06-13
13,0,0,0,2015-06-14
13,0,0,0,2015-06-15
13,0,0,0,2015-06-16
13,0,0,0,2015-06-17
13,0,0,0,2015-06-18
13,0,0,0,2015-06-19
13,0,0,0,2015-06-20
13,0,0,0,2015-06-21
13,0,0,0,2015-06-22
13,0,0,0,2015-06-23
13,0,0,0,2015-06-24
13,0,0,0,2015-06-25
13,0,0,0,2015-06-26
13,0,0,0,2015-06-27
13,0,0,0,2015-06-28
13,0,0,0,2015-06-29
13,0,0,0,2015-06-30
13,0,0,0,2015-07-01
13,0,0,0,2015-07-02
13,0,0,0,2015-07-03
13,0,0,0,2015-07-04
13,0,0,0,2015-07-05
13,0,0,0,2015-07-06
13,0,0,0,2015-07-07
13,0,0,0,2015-07-08
13,0,0,0,2015-07-09
13,0,0,0,2015-07-10
13,0,0,0,2015-07-11
13,0,0,0,2015-07-12
13,0,0,0,2015-07-13
13,0,0,0,2015-07-14
13,0,0,0,2015-07-15
13,0,0,0,2015-07-16
13,0,0,0,2015-07-17
13,0,0,0,2015-07-18
13,0,0,0,2015-07-19
13,0,0,0,2015-07-20
13,0,0,0,2015-07-21
13,0,0,0,2015-07-22
13,0,0,0,2015-07-23
13,0,0,0,2015-07-24
13,0,0,0,2015-07-25
13,0,0,0,2015-07-26
13,0,0,0,2015-07-27
13,0,0,0,2015-07-28
13,0,0,0,2015-07-29
13,0,0,0,2015-07-30
13,0,0,0,2015-07-31
13,0,0,0,2015-08-01
13,0,0,0,2015-08-02
13,0,0,0,2015-08-03
13,0,0,0,2015-08-04
13,0,0,0,2015-08-05
13,0,0,0,2015-08-06
13,0,0,0,2015-08-07
13,0,0,0,2015-08-08
13,0,0,0,2015-08-09
13,0,0,0,2015-08-10
13,0,0,0,2015-08-11
13,0,0,0,2015-08-12
13,0,0,0,2015-08-13
13,0,0,0,2015-08-14
13,0,0,0,2015-08-15
13,0,0,0,2015-08-16
13,0,0,0,2015-08-17
13,0,0,0,2015-08-18
13,0,0,0,2015-08-19
13,0,0,0,2015-08-20
13,0,0,0,2015-08-21
13,0,0,0,2015-08-22
13,0,0,0,2015-08-23
13,0,0,0,2015-08-24
13,0,0,0,2015-08-25
13,0,0,0,2015-08-26
13,0,0,0,2015-08-27
13,0,0,0,2015-08-28
13,0,0,0,2015-08-29
13,0,0,0,2015-08-30
13,0,0,0,2015-08-31
13,0,0,0,2015-09-01
13,0,0,0,2015-09-02
13,0,0,0,2015-09-03
13,0,0,0,2015-09-04
13,0,0,0,2015-09-05
13,0,0,0,2015-09-06
13,0,0,0,2015-09-07
13,0,0,0,2015-09-08
13,0,0,0,2015-09-09
13,0,0,0,2015-09-10
13,0,0,0,2015-09-11
13,0,0,0,2015-09-12
13,0,0,0,2015-09-13
13,0,0,0,2015-09-14
13,0,0,0,2015-09-15
13,0,0,0,2015-09-16
13,0,0,0,2015-09-17
13,0,0,0,2015-09-18
13,0,0,0,2015-09-19
13,0,0,0,2015-09-20
13,0,0,0,2015-09-21
13,0,0,0,2015-09-22
13,0,0,0,2015-09-23
13,0,0,0,2015-09-24
13,0,0,0,2015-09-25
13,0,0,0,2015-09-26
13,0,0,0,2015-09-27
13,0,0,0,2015-09-28
13,0,0,0,2015-09-29
13,0,0,0,2015-09-30
13,0,0,0,2015-10-01
13,0,0,0,2015-10-02
13,0,0,0,2015-10-03
13,0,0,0,2015-10-04
13,0,0,0,2015-10-05
13,0,0,0,2015-10-06
13,0,0,0,2015-10-07
13,0,0,0,2015-10-08
13,0,0,0,2015-10-09
13,0,0,0,2015-10-10
13,0,0,0,2015-10-11
13,0,0,0,2015-10-12
13,0,0,0,2015-10-13
13,0,0,0,2015-10-14
13,0,0,0,2015-10-15
13,0,0,0,2015-10-16
13,0,0,0,2015-10-17
13,0,0,0,2015-10-18
13,0,0,0,2015-10-19
13,0,0,0,2015-10-20
13,0,0,0,2015-10-21
13,0,0,0,2015-10-22
13,0,0,0,2015-10-23
13,0,0,0,2015-10-24
13,0,0,0,2015-10-25
13,1.16259758150926,0,0.69,2015-10-26
13,1.16259758150926,0,0.69,2015-10-27
13,1.16259758150926,0,0.69,2015-10-28
13,1.16259758150926,0,0.69,2015-10-29
13,1.16259758150926,0,0.69,2015-10-30
13,1.16259758150926,0,0.69,2015-10-31
13,1.16259758150926,0,0.69,2015-11-01
13,0.720843091334895,0,0.39,2015-11-02
13,0.720843091334895,0,0.39,2015-11-03
13,0.720843091334895,0,0.39,2015-11-04
13,0.720843091334895,0,0.39,2015-11-05
13,0.720843091334895,0,0.39,2015-11-06
13,0.720843091334895,0,0.39,2015-11-07
13,0.720843091334895,0,0.39,2015-11-08
13,1.54791187792326,0.96,0.98,2015-11-09
13,1.54791187792326,0.96,0.98,2015-11-10
13,1.54791187792326,0.96,0.98,2015-11-11
13,1.54791187792326,0.96,0.98,2015-11-12
13,1.54791187792326,0.96,0.98,2015-11-13
13,1.54791187792326,0.96,0.98,2015-11-14
13,1.54791187792326,0.96,0.98,2015-11-15
13,1.34277557025753,0.55,0.84,2015-11-16
13,1.34277557025753,0.55,0.84,2015-11-17
13,1.34277557025753,0.55,0.84,2015-11-18
13,1.34277557025753,0.55,0.84,2015-11-19
13,1.34277557025753,0.55,0.84,2015-11-20
13,1.34277557025753,0.55,0.84,2015-11-21
13,1.34277557025753,0.55,0.84,2015-11-22
13,2.16455114601413,0.99,1.41,2015-11-23
13,2.16455114601413,0.99,1.41,2015-11-24
13,2.16455114601413,0.99,1.41,2015-11-25
13,2.16455114601413,0.99,1.41,2015-11-26
13,2.16455114601413,0.99,1.41,2015-11-27
13,2.16455114601413,0.99,1.41,2015-11-28
13,2.16455114601413,0.99,1.41,2015-11-29
13,2.77043645699615,0,0.82,2015-11-30
13,2.77043645699615,0,0.82,2015-12-01
13,2.77043645699615,0,0.82,2015-12-02
13,2.77043645699615,0,0.82,2015-12-03
13,2.77043645699615,0,0.82,2015-12-04
13,2.77043645699615,0,0.82,2015-12-05
13,2.77043645699615,0,0.82,2015-12-06
13,1.17387341772152,1.06,0.9,2015-12-07
13,1.17387341772152,1.06,0.9,2015-12-08
13,1.17387341772152,1.06,0.9,2015-12-09
13,1.17387341772152,1.06,0.9,2015-12-10
13,1.17387341772152,1.06,0.9,2015-12-11
13,1.17387341772152,1.06,0.9,2015-12-12
13,1.17387341772152,1.06,0.9,2015-12-13
13,2.92093813300923,0,1.6,2015-12-14
13,2.92093813300923,0,1.6,2015-12-15
13,2.92093813300923,0,1.6,2015-12-16
13,2.92093813300923,0,1.6,2015-12-17
13,2.92093813300923,0,1.6,2015-12-18
13,2.92093813300923,0,1.6,2015-12-19
13,2.92093813300923,0,1.6,2015-12-20
13,3.50716702319602,0.74,1.82,2015-12-21
13,3.50716702319602,0.74,1.82,2015-12-22
13,3.50716702319602,0.74,1.82,2015-12-23
13,3.50716702319602,0.74,1.82,2015-12-24
13,3.50716702319602,0.74,1.82,2015-12-25
13,3.50716702319602,0.74,1.82,2015-12-26
13,3.50716702319602,0.74,1.82,2015-12-27
13,4.47651749359766,3.33,2.94,2015-12-28
13,4.47651749359766,3.33,2.94,2015-12-29
13,4.47651749359766,3.33,2.94,2015-12-30
13,4.47651749359766,3.33,2.94,2015-12-31
13,4.47651749359766,3.33,2.94,2016-01-01
13,4.47651749359766,3.33,2.94,2016-01-02
13,4.47651749359766,3.33,2.94,2016-01-03
13,5.27931508848395,0.73,2.8,2016-01-04
13,5.27931508848395,0.73,2.8,2016-01-05
13,5.27931508848395,0.73,2.8,2016-01-06
13,5.27931508848395,0.73,2.8,2016-01-07
13,5.27931508848395,0.73,2.8,2016-01-08
13,5.27931508848395,0.73,2.8,2016-01-09
13,5.27931508848395,0.73,2.8,2016-01-10
13,6.36661134467277,1.19,3.12,2016-01-11
13,6.36661134467277,1.19,3.12,2016-01-12
13,6.36661134467277,1.19,3.12,2016-01-13
13,6.36661134467277,1.19,3.12,2016-01-14
13,6.36661134467277,1.19,3.12,2016-01-15
13,6.36661134467277,1.19,3.12,2016-01-16
13,6.36661134467277,1.19,3.12,2016-01-17
13,7.16170828370286,1.13,3.64,2016-01-18
13,7.16170828370286,1.13,3.64,2016-01-19
13,7.16170828370286,1.13,3.64,2016-01-20
13,7.16170828370286,1.13,3.64,2016-01-21
13,7.16170828370286,1.13,3.64,2016-01-22
13,7.16170828370286,1.13,3.64,2016-01-23
13,7.16170828370286,1.13,3.64,2016-01-24
13,5.06611843727416,1.97,2.69,2016-01-25
13,5.06611843727416,1.97,2.69,2016-01-26
13,5.06611843727416,1.97,2.69,2016-01-27
13,5.06611843727416,1.97,2.69,2016-01-28
13,5.06611843727416,1.97,2.69,2016-01-29
13,5.06611843727416,1.97,2.69,2016-01-30
13,5.06611843727416,1.97,2.69,2016-01-31
13,10.4443023240113,1.88,5.75,2016-02-01
13,10.4443023240113,1.88,5.75,2016-02-02
13,10.4443023240113,1.88,5.75,2016-02-03
13,10.4443023240113,1.88,5.75,2016-02-04
13,10.4443023240113,1.88,5.75,2016-02-05
13,10.4443023240113,1.88,5.75,2016-02-06
13,10.4443023240113,1.88,5.75,2016-02-07
13,10.145679965342,2.87,5.66,2016-02-08
13,10.145679965342,2.87,5.66,2016-02-09
13,10.145679965342,2.87,5.66,2016-02-10
13,10.145679965342,2.87,5.66,2016-02-11
13,10.145679965342,2.87,5.66,2016-02-12
13,10.145679965342,2.87,5.66,2016-02-13
13,10.145679965342,2.87,5.66,2016-02-14
13,11.4482366707874,3.13,6.28,2016-02-15
13,11.4482366707874,3.13,6.28,2016-02-16
13,11.4482366707874,3.13,6.28,2016-02-17
13,11.4482366707874,3.13,6.28,2016-02-18
13,11.4482366707874,3.13,6.28,2016-02-19
13,11.4482366707874,3.13,6.28,2016-02-20
13,11.4482366707874,3.13,6.28,2016-02-21
13,15.1105048756038,3.03,8.76,2016-02-22
13,15.1105048756038,3.03,8.76,2016-02-23
13,15.1105048756038,3.03,8.76,2016-02-24
13,15.1105048756038,3.03,8.76,2016-02-25
13,15.1105048756038,3.03,8.76,2016-02-26
13,15.1105048756038,3.03,8.76,2016-02-27
13,15.1105048756038,3.03,8.76,2016-02-28
13,11.061388780521,4.11,5.9,2016-02-29
13,11.061388780521,4.11,5.9,2016-03-01
13,11.061388780521,4.11,5.9,2016-03-02
13,11.061388780521,4.11,5.9,2016-03-03
13,11.061388780521,4.11,5.9,2016-03-04
13,11.061388780521,4.11,5.9,2016-03-05
13,11.061388780521,4.11,5.9,2016-03-06
13,13.2140265808213,1.74,6.77,2016-03-07
13,13.2140265808213,1.74,6.77,2016-03-08
13,13.2140265808213,1.74,6.77,2016-03-09
13,13.2140265808213,1.74,6.77,2016-03-10
13,13.2140265808213,1.74,6.77,2016-03-11
13,13.2140265808213,1.74,6.77,2016-03-12
13,13.2140265808213,1.74,6.77,2016-03-13
13,8.74544824115965,2.45,4.47,2016-03-14
13,8.74544824115965,2.45,4.47,2016-03-15
13,8.74544824115965,2.45,4.47,2016-03-16
13,8.74544824115965,2.45,4.47,2016-03-17
13,8.74544824115965,2.45,4.47,2016-03-18
13,8.74544824115965,2.45,4.47,2016-03-19
13,8.74544824115965,2.45,4.47,2016-03-20
13,6.92774799761075,3.74,4.05,2016-03-21
13,6.92774799761075,3.74,4.05,2016-03-22
13,6.92774799761075,3.74,4.05,2016-03-23
13,6.92774799761075,3.74,4.05,2016-03-24
13,6.92774799761075,3.74,4.05,2016-03-25
13,6.92774799761075,3.74,4.05,2016-03-26
13,6.92774799761075,3.74,4.05,2016-03-27
13,3.93136576994546,1.49,2.2,2016-03-28
13,3.93136576994546,1.49,2.2,2016-03-29
13,3.93136576994546,1.49,2.2,2016-03-30
13,3.93136576994546,1.49,2.2,2016-03-31
13,3.93136576994546,1.49,2.2,2016-04-01
13,3.93136576994546,1.49,2.2,2016-04-02
13,3.93136576994546,1.49,2.2,2016-04-03
13,5.06396032335299,0,2.52,2016-04-04
13,5.06396032335299,0,2.52,2016-04-05
13,5.06396032335299,0,2.52,2016-04-06
13,5.06396032335299,0,2.52,2016-04-07
13,5.06396032335299,0,2.52,2016-04-08
13,5.06396032335299,0,2.52,2016-04-09
13,5.06396032335299,0,2.52,2016-04-10
13,3.1189704045615,0.49,1.61,2016-04-11
13,3.1189704045615,0.49,1.61,2016-04-12
13,3.1189704045615,0.49,1.61,2016-04-13
13,3.1189704045615,0.49,1.61,2016-04-14
13,3.1189704045615,0.49,1.61,2016-04-15
13,3.1189704045615,0.49,1.61,2016-04-16
13,3.1189704045615,0.49,1.61,2016-04-17
13,0,0,0,2016-04-18
13,0,0,0,2016-04-19
13,0,0,0,2016-04-20
13,0,0,0,2016-04-21
13,0,0,0,2016-04-22
13,0,0,0,2016-04-23
13,0,0,0,2016-04-24
13,0,0,0,2016-04-25
13,0,0,0,2016-04-26
13,0,0,0,2016-04-27
13,0,0,0,2016-04-28
13,0,0,0,2016-04-29
13,0,0,0,2016-04-30
13,0,0,0,2016-05-01
13,0,0,0,2016-05-02
13,0,0,0,2016-05-03
13,0,0,0,2016-05-04
13,0,0,0,2016-05-05
13,0,0,0,2016-05-06
13,0,0,0,2016-05-07
13,0,0,0,2016-05-08
13,0,0,0,2016-05-09
13,0,0,0,2016-05-10
13,0,0,0,2016-05-11
13,0,0,0,2016-05-12
13,0,0,0,2016-05-13
13,0,0,0,2016-05-14
13,0,0,0,2016-05-15
13,0,0,0,2016-05-16
13,0,0,0,2016-05-17
13,0,0,0,2016-05-18
13,0,0,0,2016-05-19
13,0,0,0,2016-05-20
13,0,0,0,2016-05-21
13,0,0,0,2016-05-22
13,0,0,0,2016-05-23
13,0,0,0,2016-05-24
13,0,0,0,2016-05-25
13,0,0,0,2016-05-26
13,0,0,0,2016-05-27
13,0,0,0,2016-05-28
13,0,0,0,2016-05-29
13,0,0,0,2016-05-30
13,0,0,0,2016-05-31
13,0,0,0,2016-06-01
13,0,0,0,2016-06-02
13,0,0,0,2016-06-03
13,0,0,0,2016-06-04
13,0,0,0,2016-06-05
13,0,0,0,2016-06-06
13,0,0,0,2016-06-07
13,0,0,0,2016-06-08
13,0,0,0,2016-06-09
13,0,0,0,2016-06-10
13,0,0,0,2016-06-11
13,0,0,0,2016-06-12
13,0,0,0,2016-06-13
13,0,0,0,2016-06-14
13,0,0,0,2016-06-15
13,0,0,0,2016-06-16
13,0,0,0,2016-06-17
13,0,0,0,2016-06-18
13,0,0,0,2016-06-19
13,0,0,0,2016-06-20
13,0,0,0,2016-06-21
13,0,0,0,2016-06-22
13,0,0,0,2016-06-23
13,0,0,0,2016-06-24
13,0,0,0,2016-06-25
13,0,0,0,2016-06-26
13,0,0,0,2016-06-27
13,0,0,0,2016-06-28
13,0,0,0,2016-06-29
13,0,0,0,2016-06-30
13,0,0,0,2016-07-01
13,0,0,0,2016-07-02
13,0,0,0,2016-07-03
13,0,0,0,2016-07-04
13,0,0,0,2016-07-05
13,0,0,0,2016-07-06
13,0,0,0,2016-07-07
13,0,0,0,2016-07-08
13,0,0,0,2016-07-09
13,0,0,0,2016-07-10
13,0,0,0,2016-07-11
13,0,0,0,2016-07-12
13,0,0,0,2016-07-13
13,0,0,0,2016-07-14
13,0,0,0,2016-07-15
13,0,0,0,2016-07-16
13,0,0,0,2016-07-17
13,0,0,0,2016-07-18
13,0,0,0,2016-07-19
13,0,0,0,2016-07-20
13,0,0,0,2016-07-21
13,0,0,0,2016-07-22
13,0,0,0,2016-07-23
13,0,0,0,2016-07-24
13,0,0,0,2016-07-25
13,0,0,0,2016-07-26
13,0,0,0,2016-07-27
13,0,0,0,2016-07-28
13,0,0,0,2016-07-29
13,0,0,0,2016-07-30
13,0,0,0,2016-07-31
13,0,0,0,2016-08-01
13,0,0,0,2016-08-02
13,0,0,0,2016-08-03
13,0,0,0,2016-08-04
13,0,0,0,2016-08-05
13,0,0,0,2016-08-06
13,0,0,0,2016-08-07
13,0,0,0,2016-08-08
13,0,0,0,2016-08-09
13,0,0,0,2016-08-10
13,0,0,0,2016-08-11
13,0,0,0,2016-08-12
13,0,0,0,2016-08-13
13,0,0,0,2016-08-14
13,0,0,0,2016-08-15
13,0,0,0,2016-08-16
13,0,0,0,2016-08-17
13,0,0,0,2016-08-18
13,0,0,0,2016-08-19
13,0,0,0,2016-08-20
13,0,0,0,2016-08-21
13,0,0,0,2016-08-22
13,0,0,0,2016-08-23
13,0,0,0,2016-08-24
13,0,0,0,2016-08-25
13,0,0,0,2016-08-26
13,0,0,0,2016-08-27
13,0,0,0,2016-08-28
13,0,0,0,2016-08-29
13,0,0,0,2016-08-30
13,0,0,0,2016-08-31
13,0,0,0,2016-09-01
13,0,0,0,2016-09-02
13,0,0,0,2016-09-03
13,0,0,0,2016-09-04
13,0,0,0,2016-09-05
13,0,0,0,2016-09-06
13,0,0,0,2016-09-07
13,0,0,0,2016-09-08
13,0,0,0,2016-09-09
13,0,0,0,2016-09-10
13,0,0,0,2016-09-11
13,0,0,0,2016-09-12
13,0,0,0,2016-09-13
13,0,0,0,2016-09-14
13,0,0,0,2016-09-15
13,0,0,0,2016-09-16
13,0,0,0,2016-09-17
13,0,0,0,2016-09-18
13,0,0,0,2016-09-19
13,0,0,0,2016-09-20
13,0,0,0,2016-09-21
13,0,0,0,2016-09-22
13,0,0,0,2016-09-23
13,0,0,0,2016-09-24
13,0,0,0,2016-09-25
13,0,0,0,2016-09-26
13,0,0,0,2016-09-27
13,0,0,0,2016-09-28
13,0,0,0,2016-09-29
13,0,0,0,2016-09-30
13,0,0,0,2016-10-01
13,0,0,0,2016-10-02
13,0,0,0,2016-10-03
13,0,0,0,2016-10-04
13,0,0,0,2016-10-05
13,0,0,0,2016-10-06
13,0,0,0,2016-10-07
13,0,0,0,2016-10-08
13,0,0,0,2016-10-09
13,0,0,0,2016-10-10
13,0,0,0,2016-10-11
13,0,0,0,2016-10-12
13,0,0,0,2016-10-13
13,0,0,0,2016-10-14
13,0,0,0,2016-10-15
13,0,0,0,2016-10-16
13,0,0,0,2016-10-17
13,0,0,0,2016-10-18
13,0,0,0,2016-10-19
13,0,0,0,2016-10-20
13,0,0,0,2016-10-21
13,0,0,0,2016-10-22
13,0,0,0,2016-10-23
13,0,0,0,2016-10-24
13,0,0,0,2016-10-25
13,0,0,0,2016-10-26
13,0,0,0,2016-10-27
13,0,0,0,2016-10-28
13,0,0,0,2016-10-29
13,0,0,0,2016-10-30
13,2.39034060064793,0.71,1.19,2016-10-31
13,2.39034060064793,0.71,1.19,2016-11-01
13,2.39034060064793,0.71,1.19,2016-11-02
13,2.39034060064793,0.71,1.19,2016-11-03
13,2.39034060064793,0.71,1.19,2016-11-04
13,2.39034060064793,0.71,1.19,2016-11-05
13,2.39034060064793,0.71,1.19,2016-11-06
13,2.14331606966492,0.41,0.92,2016-11-07
13,2.14331606966492,0.41,0.92,2016-11-08
13,2.14331606966492,0.41,0.92,2016-11-09
13,2.14331606966492,0.41,0.92,2016-11-10
13,2.14331606966492,0.41,0.92,2016-11-11
13,2.14331606966492,0.41,0.92,2016-11-12
13,2.14331606966492,0.41,0.92,2016-11-13
13,3.19054964231371,0.71,1.45,2016-11-14
13,3.19054964231371,0.71,1.45,2016-11-15
13,3.19054964231371,0.71,1.45,2016-11-16
13,3.19054964231371,0.71,1.45,2016-11-17
13,3.19054964231371,0.71,1.45,2016-11-18
13,3.19054964231371,0.71,1.45,2016-11-19
13,3.19054964231371,0.71,1.45,2016-11-20
13,3.13569283898714,1.41,1.6,2016-11-21
13,3.13569283898714,1.41,1.6,2016-11-22
13,3.13569283898714,1.41,1.6,2016-11-23
13,3.13569283898714,1.41,1.6,2016-11-24
13,3.13569283898714,1.41,1.6,2016-11-25
13,3.13569283898714,1.41,1.6,2016-11-26
13,3.13569283898714,1.41,1.6,2016-11-27
13,4.38442357828049,0.65,1.95,2016-11-28
13,4.38442357828049,0.65,1.95,2016-11-29
13,4.38442357828049,0.65,1.95,2016-11-30
13,4.38442357828049,0.65,1.95,2016-12-01
13,4.38442357828049,0.65,1.95,2016-12-02
13,4.38442357828049,0.65,1.95,2016-12-03
13,4.38442357828049,0.65,1.95,2016-12-04
13,4.04450315340606,1.15,1.76,2016-12-05
13,4.04450315340606,1.15,1.76,2016-12-06
13,4.04450315340606,1.15,1.76,2016-12-07
13,4.04450315340606,1.15,1.76,2016-12-08
13,4.04450315340606,1.15,1.76,2016-12-09
13,4.04450315340606,1.15,1.76,2016-12-10
13,4.04450315340606,1.15,1.76,2016-12-11
13,9.29083202803915,2.71,4.32,2016-12-12
13,9.29083202803915,2.71,4.32,2016-12-13
13,9.29083202803915,2.71,4.32,2016-12-14
